narrator,questType,instanceIndex,seed,location,targetFlavour,timeOfDay,requiredCount,len,self_bleu,cover_any,cover_exact,latencyMs,jsonValid,usedFallback,title,description
Template,Boss,72,42072,芦苇城下,白骨僧,深夜,1,39,1.0,1,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,72,42072,芦苇城下,白骨僧,深夜,1,43,0.8718,3,3,0,True,False,除魔,深夜，神子神色凝重地告知，白骨僧的踪迹在芦苇城下被发现。
LLM,Boss,72,42072,芦苇城下,白骨僧,深夜,1,206,0.408,3,3,5177,True,False,午夜斩骨,深夜的芦苇城下，月光被浓云遮蔽。远处传来低沉的诵经声，那是白骨僧——原本是芦苇之国的高僧，因饮下不死之水而化为白骨怪物。他盘坐在废墟之间，念诵着扭曲的经文，周身缠绕着不死之水的怨念。想要通过此地，必须击败这个被永生诅咒的怪物。
Template,Boss,73,42073,被焚毁的村落,无首骑将,雨夜,1,39,1.0,0,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,73,42073,被焚毁的村落,无首骑将,雨夜,1,60,0.9021,3,3,0,True,False,斩首任务,雨夜，寺中钟声骤响，名为无首骑将的强敌正盘踞被焚毁的村落。
LLM,Boss,73,42073,被焚毁的村落,无首骑将,雨夜,1,153,0.6255,3,3,4111,True,False,雨夜焚村的复仇,雨夜，被焚毁的村落中，无首骑将的身影在火光与雨幕间摇曳。他曾是这片土地的守护者，如今却因饮下瀑布之水化为不死怪物，亲手毁灭了自己守护的一切。影子追踪而至，决心斩断这不死的诅咒，为村落复仇。
Template,Boss,74,42074,芦苇城下,溺影,拂晓时分,1,39,1.0,1,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,74,42074,芦苇城下,溺影,拂晓时分,1,46,0.9009,3,3,0,True,False,除魔,拂晓时分，芦苇之国传来消息，溺影正在芦苇城下等待着挑战者。
LLM,Boss,74,42074,芦苇城下,溺影,拂晓时分,1,158,0.5055,3,2,5381,True,False,拂晓之溺影,拂晓的微光洒在芦苇城下的废墟上，你追踪着溺影的踪迹。这个昔日的人类如今已被不死之水彻底吞噬，化为水中的怪物，在暗处徘徊。他失去了理智，只剩下对生者的怨恨。为了拯救神子，你必须清除这个障碍。
Template,Boss,75,42075,结冰的池畔,枯苇之主,黄昏,1,39,1.0,1,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,75,42075,结冰的池畔,枯苇之主,黄昏,1,53,0.9087,3,3,0,True,False,斩首任务,黄昏，神子神色凝重地告知，枯苇之主挡在了通往结冰的池畔深处的路上。
LLM,Boss,75,42075,结冰的池畔,枯苇之主,黄昏,1,169,0.5492,3,3,4247,True,False,枯苇之主的黄昏,夕阳将结冰的池畔染成血色。枯苇之主曾是迷恋瀑布之水的信徒，如今已化为失去理智的怪物，徘徊在冰面上，守护着那曾给予他虚假永生的水源。你需要穿过冻结的芦苇，直面这位被不死诅咒扭曲的昔日生灵。
Template,Boss,76,42076,荒废的寺庙,无首骑将,雨夜,1,39,1.0,0,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,76,42076,荒废的寺庙,无首骑将,雨夜,1,54,0.7454,3,3,0,True,False,除魔,雨夜，山中猎户惊惶来报，名为无首骑将的强敌正盘踞荒废的寺庙。
LLM,Boss,76,42076,荒废的寺庙,无首骑将,雨夜,1,194,0.5371,3,3,4047,True,False,雨夜斩无首,雨夜，荒废的寺庙在雷鸣中若隐若现。传闻此寺盘踞着一头无首骑将——它曾是芦苇之国的将军，因饮下不死之水失了头颅，却仍在雨中策马巡游，守护着那口污染的不死泉。神子被囚于寺内，而你必须击破这头不死的怪物，才能继续前行。
Template,Boss,77,42077,结冰的池畔,沉泉将军,大雪初霁,1,39,1.0,0,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,77,42077,结冰的池畔,沉泉将军,大雪初霁,1,46,0.8562,3,3,0,True,False,斩首任务,大雪初霁，寺中钟声骤响，沉泉将军已现身于结冰的池畔。
LLM,Boss,77,42077,结冰的池畔,沉泉将军,大雪初霁,1,203,0.4834,3,3,5782,True,False,池畔断金,大雪初霁，结冰的池畔映着苍白的天光。沉泉将军的身影自雾中浮现——他一度是芦苇之国最耀眼的将领，却因渴求永生而饮下瀑布之水，化为守护不死之源的怪物。如今他的眼中只剩疯狂与执念，而你必须斩断这扭曲的枷锁，否则永远无法接近神子的所在。
Template,Boss,78,42078,荒废的寺庙,枯苇之主,正午,1,39,1.0,1,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,78,42078,荒废的寺庙,枯苇之主,正午,1,56,0.9389,3,3,0,True,False,强敌当前,正午，探子拼死带回情报，枯苇之主挡在了通往荒废的寺庙深处的路上。
LLM,Boss,78,42078,荒废的寺庙,枯苇之主,正午,1,219,0.4553,3,3,5100,True,False,荒寺斩枯苇,正午的烈日炙烤着荒废的寺庙，断壁残垣间，一株巨大的枯苇盘踞于佛堂之上，那是由饮下不死之水的武士所化——枯苇之主。它的根系深深扎入石缝，吸取着瀑布之水的力量，早已失去理智，成为芦苇之国腐化的又一个象征。影子必须在此刻动手，趁阳光最盛，枯苇的水分最易蒸发之际，斩断这不死的诅咒。
Template,Boss,79,42079,结冰的池畔,白骨僧,深夜,1,39,1.0,0,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,79,42079,结冰的池畔,白骨僧,深夜,1,46,0.8935,3,3,0,True,False,宿敌,深夜，神子神色凝重地告知，白骨僧的踪迹在结冰的池畔被发现。
LLM,Boss,79,42079,结冰的池畔,白骨僧,深夜,1,197,0.4694,3,3,5462,True,False,冰池白骨僧,深夜，结冰的池畔泛着惨白的月光。一个扭曲的身影在薄雾中徘徊——那是曾为求永生而饮下瀑布水的僧人，如今已化为白骨，被不死之力困于此处。它的低语混杂着诵经与哀嚎，仿佛在诅咒这片土地。影子，你必须趁其尚未完全发狂，了结这被诅咒的存在。
Template,Boss,80,42080,竹林小径,沉泉将军,大雪初霁,1,39,1.0,0,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,80,42080,竹林小径,沉泉将军,大雪初霁,1,54,0.8795,3,3,0,True,False,强敌当前,大雪初霁，寺中钟声骤响，沉泉将军已现身于竹林小径。
LLM,Boss,80,42080,竹林小径,沉泉将军,大雪初霁,1,147,0.5251,3,3,4572,True,False,雪落竹林斩将军,大雪初霁，竹林小径银装素裹。沉泉将军曾是你主神子的麾下猛将，却因贪饮瀑布之水化为不死怪物，如今盘踞此地，成为你救主路上的阻碍。雪地上延伸的足迹与低沉的咆哮，预示着一场恶战。
Template,Boss,81,42081,敌军的哨所,溺影,拂晓时分,1,39,1.0,0,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,81,42081,敌军的哨所,溺影,拂晓时分,1,49,0.9171,3,3,0,True,False,宿敌,拂晓时分，芦苇之国传来消息，溺影正在敌军的哨所等待着挑战者。
LLM,Boss,81,42081,敌军的哨所,溺影,拂晓时分,1,188,0.5254,3,2,4544,True,False,拂晓之哨,拂晓时分，芦苇之国的雾气还未散去。敌军哨所矗立在暗处，而那个名为“溺影”的头目正把守着通往神子所在之处的要道。据说他曾是渴望不死的武士，饮下瀑布之水后化为怪物，如今已成为敌人的爪牙。你必须在第一缕阳光穿透雾气之前突破此关。
Template,Boss,82,42082,竹林小径,白骨僧,黄昏,1,39,1.0,0,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,82,42082,竹林小径,白骨僧,黄昏,1,55,0.8966,3,3,0,True,False,强敌当前,黄昏，神子神色凝重地告知，白骨僧的踪迹在竹林小径被发现。
LLM,Boss,82,42082,竹林小径,白骨僧,黄昏,1,126,0.4647,3,3,3417,True,False,竹林暮影,黄昏时分，竹林小径幽暗难辨。传闻昔日在此修行的僧侣为求永生饮下瀑布之水，化为白骨怨灵。如今他徘徊于此，阻挡去路。弥漫的瘴气中，不死之力蠢蠢欲动。
Template,Boss,83,42083,敌军的哨所,无首骑将,雨夜,1,39,1.0,0,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,83,42083,敌军的哨所,无首骑将,雨夜,1,51,0.9742,3,3,0,True,False,宿敌,雨夜，山中猎户惊惶来报，名为无首骑将的强敌正盘踞敌军的哨所。
LLM,Boss,83,42083,敌军的哨所,无首骑将,雨夜,1,182,0.4913,3,2,4740,True,False,雨夜斩无首,雨夜如墨，芦苇之国的边境哨所隐没在黑暗中。传闻敌军之中有一员骑将，早已因不死之水而失智，头颅腐烂脱落，却仍骑在马上挥舞长刀，徘徊于哨所前。它曾是活人，如今不过是一具渴血的空壳。神子要斩断不死，那便先从这无首之将开始。
Template,Boss,84,42084,竹林小径,溺影,拂晓时分,1,39,1.0,0,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,84,42084,竹林小径,溺影,拂晓时分,1,54,0.9707,3,3,0,True,False,强敌当前,拂晓时分，芦苇之国传来消息，溺影正在竹林小径等待着挑战者。
LLM,Boss,84,42084,竹林小径,溺影,拂晓时分,1,159,0.618,3,1,4800,True,False,拂晓的溺影,拂晓的微光穿透竹林，雾气中一道扭曲的身影缓缓浮现——溺影，曾是渴望永生的村民，却在饮下瀑布之水后化为了失去理智的怪物。他的眼中只有对水的执念，嘶吼声惊起宿鸟。你必须在他造成更多伤害前阻止他。
Template,Boss,85,42085,敌军的哨所,枯苇之主,黄昏,1,39,1.0,1,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,85,42085,敌军的哨所,枯苇之主,黄昏,1,56,0.9766,3,3,0,True,False,宿敌,黄昏，探子拼死带回情报，枯苇之主挡在了通往敌军的哨所深处的路上。
LLM,Boss,85,42085,敌军的哨所,枯苇之主,黄昏,1,264,0.4648,3,2,5483,True,False,枯苇哨所的黄昏决斗,黄昏如血，染红了芦苇之国的边境哨所。敌军早已弃守此地——不，他们不是逃了，而是变成了怪物。那曾经迷恋瀑布之水的士兵们，在饮下不死之水后，化为面目狰狞的“枯苇”。而枯苇之主，那个率先饮下水的百夫长，如今盘踞在哨所的废墟之上，嘶吼着渴望新的祭品。影子必须趁夜幕降临前斩除此獠，否则整片芦苇荡都将沦为不死者的巢穴。
Template,Boss,86,42086,断崖边的栈道,无首骑将,深夜,1,39,1.0,0,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,86,42086,断崖边的栈道,无首骑将,深夜,1,51,1.0,3,3,0,True,False,生死之约,深夜，山中猎户惊惶来报，名为无首骑将的强敌正盘踞断崖边的栈道。
LLM,Boss,86,42086,断崖边的栈道,无首骑将,深夜,1,216,0.4466,3,2,4956,True,False,断崖上的无首之影,深夜的断崖栈道笼罩在浓雾中，只有远处瀑布的轰鸣打破死寂。你追踪着不死之水的诅咒痕迹，直到一个骑着战马的无头武士拦住了去路——他是曾被不死水吞噬的将领，如今成了徘徊在此的怨灵，守护着通往瀑布的捷径。主子若想斩断不死，必须先清除这些被诅咒的阻碍。
Template,Boss,87,42087,瀑布下的水潭,沉泉将军,大雪初霁,1,39,1.0,0,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,87,42087,瀑布下的水潭,沉泉将军,大雪初霁,1,46,0.9473,3,3,0,True,False,讨伐令,大雪初霁，寺中钟声骤响，沉泉将军已现身于瀑布下的水潭。
LLM,Boss,87,42087,瀑布下的水潭,沉泉将军,大雪初霁,1,176,0.6247,3,3,3448,True,False,斩杀沉泉将军,大雪初霁，瀑布下的水潭却依旧翻涌着不祥的泡沫。沉泉将军曾是人，但饮下瀑布之水后，他已化作守护不死之力的怪物。他盘踞在此，阻挡任何试图接近瀑布核心的人。影子必须击败这头目，才能继续追寻神子的踪迹。
Template,Boss,88,42088,断崖边的栈道,枯苇之主,正午,1,39,1.0,1,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,88,42088,断崖边的栈道,枯苇之主,正午,1,57,0.94,3,3,0,True,False,生死之约,正午，探子拼死带回情报，枯苇之主挡在了通往断崖边的栈道深处的路上。
LLM,Boss,88,42088,断崖边的栈道,枯苇之主,正午,1,130,0.6982,3,3,3152,True,False,枯苇的末路,正午时分，断崖边的栈道上，枯苇之主立于前方。它曾是人，因饮下瀑布之水化为怪物，守护着通往不死瀑布的道路。你作为影子，必须击败它才能继续前进。
Template,Boss,89,42089,瀑布下的水潭,白骨僧,深夜,1,39,1.0,0,0,0,True,False,头目讨伐,一名强敌出现在芦苇之国境内，将其击败。
TemplateRandom,Boss,89,42089,瀑布下的水潭,白骨僧,深夜,1,48,0.8619,3,3,0,True,False,讨伐令,深夜，神子神色凝重地告知，白骨僧的踪迹在瀑布下的水潭被发现。
LLM,Boss,89,42089,瀑布下的水潭,白骨僧,深夜,1,218,0.3724,3,2,5157,True,False,瀑布之影,深夜，月光勉强穿透密林，洒在轰鸣的瀑布水潭上。水珠如泪，溅落在横七竖八的白骨之间。那个被称为‘白骨僧’的怪物就盘踞在潭中心的巨岩上，它的眼眶中燃烧着不死的蓝焰——任何胆敢靠近不死水的人都将化为新的骸骨。你必须穿过这片亡灵之地，斩断它对不死之水的执念。
